FECHA_UTC,HORA_UTC,LATITUD,LONGITUD,PROFUNDIDAD,MAGNITUD,FECHA_CORTE,geometry,index_right,NOMBDEP,NOMBPROV,NOMBDIST,UBIGEO
20020226,83248,-18.7245,-70.218,93,5.8,20223006,POINT (-70.218 -18.7245),,,,,
20020226,135956,-8.3685,-78.8851,26,4.9,20223006,POINT (-78.8851 -8.3685),1318.0,LA LIBERTAD,VIRU,VIRU,131201
20020227,145403,-15.7293,-74.6173,39,4.5,20223006,POINT (-74.6173 -15.7293),,,,,
20020301,30753,-8.0038,-76.7987,123,4.5,20223006,POINT (-76.7987 -8.0038),1194.0,SAN MARTIN,TOCACHE,POLVORA,221003
20020301,192611,-15.9802,-74.3636,33,4.5,20223006,POINT (-74.3636 -15.9802),,,,,
20020302,72525,-17.0418,-73.398,21,5.4,20223006,POINT (-73.398 -17.0418),,,,,
20020302,114135,-5.059,-77.9897,122,4.5,20223006,POINT (-77.9897 -5.059),1124.0,AMAZONAS,CONDORCANQUI,NIEVA,010401
20020303,211604,-7.4397,-74.6496,161,4.5,20223006,POINT (-74.6496 -7.4397),567.0,LORETO,UCAYALI,CONTAMANA,160601
20020303,213046,-5.3555,-80.4905,43,4.5,20223006,POINT (-80.4905 -5.3555),121.0,PIURA,PIURA,CATACAOS,200105
20020304,40511,-4.5911,-78.3005,91,4.5,20223006,POINT (-78.3005 -4.5911),1347.0,AMAZONAS,CONDORCANQUI,EL CENEPA,010402
20020304,72953,-7.8876,-77.787,101,4.5,20223006,POINT (-77.787 -7.8876),1612.0,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,130902
20020306,42038,-15.7738,-72.4455,118,4.6,20223006,POINT (-72.4455 -15.7738),42.0,AREQUIPA,CASTILLA,UÑON,040412
20020306,70827,-6.1258,-76.7961,117,4.5,20223006,POINT (-76.7961 -6.1258),1413.0,SAN MARTIN,LAMAS,PINTO RECODO,220506
20020308,91240,-3.2655,-80.6904,45,4.8,20223006,POINT (-80.6904 -3.2655),,,,,
20020316,4217,-7.8413,-73.9,142,4.5,20223006,POINT (-73.9 -7.8413),1633.0,UCAYALI,CORONEL PORTILLO,CALLERIA,250101
20020316,42222,-4.3126,-75.7065,141,5.2,20223006,POINT (-75.7065 -4.3126),1359.0,LORETO,LORETO,URARINAS,160305
20020316,90906,-13.74,-71.741,33,4.2,20223006,POINT (-71.741 -13.74),600.0,CUSCO,ACOMAYO,RONDOCAN,080206
20020317,155020,-4.6373,-80.6538,44,4.8,20223006,POINT (-80.6538 -4.6373),1512.0,PIURA,SULLANA,MARCAVELICA,200605
20020317,232814,-10.25,-78.575,55,4.0,20223006,POINT (-78.575 -10.25),,,,,
20020318,20156,-8.7496,-80.1896,48,5.4,20223006,POINT (-80.1896 -8.7496),,,,,
20020318,171741,-9.7819,-75.0365,141,4.6,20223006,POINT (-75.0365 -9.7819),566.0,HUANUCO,PUERTO INCA,YUYAPICHIS,100905
20020318,184317,-6.8326,-80.6928,26,4.7,20223006,POINT (-80.6928 -6.8326),,,,,
20020320,113229,-14.9176,-72.0082,126,4.5,20223006,POINT (-72.0082 -14.9176),1869.0,AREQUIPA,CASTILLA,CHACHAS,040404
20020321,43908,-4.3348,-80.8123,33,4.5,20223006,POINT (-80.8123 -4.3348),1512.0,PIURA,SULLANA,MARCAVELICA,200605
20020321,123238,-17.2136,-72.0275,36,4.6,20223006,POINT (-72.0275 -17.2136),,,,,
20020323,130703,-16.5564,-73.8022,20,5.5,20223006,POINT (-73.8022 -16.5564),,,,,
20020323,221114,-14.481,-75.5695,66,4.8,20223006,POINT (-75.5695 -14.481),921.0,ICA,ICA,SANTIAGO,110111
20020324,204904,-16.265,-73.427,117,5.0,20223006,POINT (-73.427 -16.265),1660.0,AREQUIPA,CARAVELI,ATICO,040303
20020325,25302,-16.4427,-72.9852,80,4.9,20223006,POINT (-72.9852 -16.4427),79.0,AREQUIPA,CAMANA,OCOÑA,040206
20020325,30918,-8.9889,-80.067,13,4.5,20223006,POINT (-80.067 -8.9889),,,,,
20020326,3053,-16.1204,-73.4555,73,4.7,20223006,POINT (-73.4555 -16.1204),1660.0,AREQUIPA,CARAVELI,ATICO,040303
20020330,163956,-17.7754,-71.943,23,4.9,20223006,POINT (-71.943 -17.7754),,,,,
20020331,33124,-16.2729,-69.6002,206,4.9,20223006,POINT (-69.6002 -16.2729),1680.0,PUNO,EL COLLAO,ILAVE,210501
20020331,191102,-16.1098,-72.3421,89,4.9,20223006,POINT (-72.3421 -16.1098),1872.0,AREQUIPA,CASTILLA,HUANCARQUI,040407
20020401,200336,-9.9708,-75.6715,40,4.8,20223006,POINT (-75.6715 -9.9708),532.0,HUANUCO,PACHITEA,CHAGLLA,100802
20020402,12838,-12.102,-71.773,160,5.0,20223006,POINT (-71.773 -12.102),1779.0,MADRE DE DIOS,MANU,MANU,170201
20020403,3556,-15.824,-73.3317,18,4.8,20223006,POINT (-73.3317 -15.824),1659.0,AREQUIPA,CARAVELI,CARAVELI,040301
20020403,114547,-7.108,-80.613,26,4.6,20223006,POINT (-80.613 -7.108),,,,,
20020403,140854,-7.3517,-81.0601,39,5.2,20223006,POINT (-81.0601 -7.3517),,,,,
20020403,195626,-8.9381,-74.4907,132,4.6,20223006,POINT (-74.4907 -8.9381),1624.0,UCAYALI,CORONEL PORTILLO,IPARIA,250103
20020405,232232,-15.6844,-73.8958,51,4.7,20223006,POINT (-73.8958 -15.6844),1664.0,AREQUIPA,CARAVELI,CHAPARRA,040308
20020409,164729,-17.7408,-72.9509,5,4.9,20223006,POINT (-72.9509 -17.7408),,,,,
20020410,81118,-11.7112,-76.1396,75,4.7,20223006,POINT (-76.1396 -11.7112),764.0,JUNIN,YAULI,YAULI,120810
20020412,125938,-8.5692,-74.8797,153,4.5,20223006,POINT (-74.8797 -8.5692),1857.0,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,250102
20020414,202725,-16.6463,-72.5894,127,5.2,20223006,POINT (-72.5894 -16.6463),80.0,AREQUIPA,CAMANA,QUILCA,040207
20020415,50852,-10.4517,-79.9743,28,5.2,20223006,POINT (-79.9743 -10.4517),,,,,
20020417,62638,-8.2769,-80.0518,11,4.7,20223006,POINT (-80.0518 -8.2769),,,,,
20020417,113539,-14.4582,-76.3079,45,5.0,20223006,POINT (-76.3079 -14.4582),,,,,
20020417,140339,-14.3916,-76.2445,40,4.5,20223006,POINT (-76.2445 -14.3916),,,,,
20020417,174126,-14.3901,-76.2534,22,4.5,20223006,POINT (-76.2534 -14.3901),,,,,
20020417,212312,-11.1835,-78.0336,30,5.0,20223006,POINT (-78.0336 -11.1835),,,,,
20020417,215244,-15.221,-72.451,33,4.7,20223006,POINT (-72.451 -15.221),1806.0,AREQUIPA,CONDESUYOS,CAYARANI,040603
20020418,184718,-14.4363,-76.3868,37,4.9,20223006,POINT (-76.3868 -14.4363),,,,,
20020419,113547,-14.5754,-76.5165,23,4.9,20223006,POINT (-76.5165 -14.5754),,,,,
20020419,183450,-14.4258,-76.2762,43,4.5,20223006,POINT (-76.2762 -14.4258),,,,,
20020421,222402,-5.9136,-81.3856,35,6.1,20223006,POINT (-81.3856 -5.9136),,,,,
20020422,41235,-6.1279,-81.5405,12,4.9,20223006,POINT (-81.5405 -6.1279),,,,,
20020422,45704,-12.4907,-76.7682,59,4.9,20223006,POINT (-76.7682 -12.4907),1796.0,LIMA,CAÑETE,CHILCA,150505
20020422,145116,-10.3011,-79.6151,28,4.6,20223006,POINT (-79.6151 -10.3011),,,,,
20020424,165451,-14.3048,-75.976,65,4.6,20223006,POINT (-75.976 -14.3048),1536.0,ICA,ICA,ICA,110101
20020424,214141,-17.7183,-71.3631,51,4.5,20223006,POINT (-71.3631 -17.7183),,,,,
20020425,12512,-15.6126,-71.6464,126,4.5,20223006,POINT (-71.6464 -15.6126),44.0,AREQUIPA,CAYLLOMA,COPORAQUE,040506
20020427,83730,-16.448,-74.1223,43,4.8,20223006,POINT (-74.1223 -16.448),,,,,
20020428,141113,-11.7628,-77.7292,58,4.6,20223006,POINT (-77.7292 -11.7628),,,,,
20020502,45250,-9.6378,-77.0272,110,4.6,20223006,POINT (-77.0272 -9.6378),285.0,HUANUCO,HUAMALIES,LLATA,100501
20020502,103400,-16.5042,-72.516,67,4.8,20223006,POINT (-72.516 -16.5042),1803.0,AREQUIPA,CAYLLOMA,MAJES,040520
20020503,161034,-7.6587,-74.6998,142,4.6,20223006,POINT (-74.6998 -7.6587),567.0,LORETO,UCAYALI,CONTAMANA,160601
20020506,5139,-11.4452,-74.3624,11,4.5,20223006,POINT (-74.3624 -11.4452),1873.0,JUNIN,SATIPO,MAZAMARI,120604
20020507,13115,-15.9388,-74.0623,42,5.0,20223006,POINT (-74.0623 -15.9388),1664.0,AREQUIPA,CARAVELI,CHAPARRA,040308
20020508,191919,-8.8356,-80.0424,56,5.0,20223006,POINT (-80.0424 -8.8356),,,,,
20020510,42252,-14.1718,-76.5642,49,4.9,20223006,POINT (-76.5642 -14.1718),,,,,
20020511,104320,-11.5338,-78.0125,42,5.9,20223006,POINT (-78.0125 -11.5338),,,,,
20020513,112405,-8.7041,-74.9098,150,4.7,20223006,POINT (-74.9098 -8.7041),1857.0,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,250102
20020514,231436,-15.497,-74.1066,38,4.5,20223006,POINT (-74.1066 -15.497),1665.0,AREQUIPA,CARAVELI,HUANUHUANU,040309
20020515,231755,-16.94,-72.4718,20,4.5,20223006,POINT (-72.4718 -16.94),,,,,
20020518,95912,-12.4582,-76.8055,69,4.9,20223006,POINT (-76.8055 -12.4582),,,,,
20020519,11932,-15.6181,-72.9326,24,4.9,20223006,POINT (-72.9326 -15.6181),1807.0,AREQUIPA,CONDESUYOS,CHICHAS,040604
20020519,91144,-11.3586,-75.626,15,4.6,20223006,POINT (-75.626 -11.3586),776.0,JUNIN,TARMA,ACOBAMBA,120702
20020520,184318,-15.4177,-74.5175,46,4.5,20223006,POINT (-74.5175 -15.4177),88.0,AREQUIPA,CARAVELI,ACARI,040302
20020521,25901,-14.9657,-72.0384,136,4.7,20223006,POINT (-72.0384 -14.9657),1869.0,AREQUIPA,CASTILLA,CHACHAS,040404
20020522,402,-17.1075,-70.7986,28,4.7,20223006,POINT (-70.7986 -17.1075),1553.0,MOQUEGUA,MARISCAL NIETO,TORATA,180106
20020522,23037,-6.4859,-76.1456,138,4.9,20223006,POINT (-76.1456 -6.4859),1411.0,SAN MARTIN,LAMAS,BARRANQUITA,220503
20020522,85316,-6.108,-75.8006,133,4.9,20223006,POINT (-75.8006 -6.108),1414.0,SAN MARTIN,SAN MARTIN,EL PORVENIR,220906
20020523,62322,-10.4991,-76.6581,127,4.6,20223006,POINT (-76.6581 -10.4991),1827.0,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,190201
20020523,65744,-8.755,-71.23,625,4.5,20223006,POINT (-71.23 -8.755),,,,,
20020524,3315,-16.4095,-73.7824,24,4.5,20223006,POINT (-73.7824 -16.4095),,,,,
20020525,174120,-10.3504,-76.165,130,4.8,20223006,POINT (-76.165 -10.3504),294.0,HUANUCO,AMBO,SAN RAFAEL,100207
20020526,192005,-16.4272,-71.7325,41,4.6,20223006,POINT (-71.7325 -16.4272),70.0,AREQUIPA,AREQUIPA,UCHUMAYO,040124
20020528,161014,-12.028,-77.6369,33,4.6,20223006,POINT (-77.6369 -12.028),,,,,
20020529,1636,-16.2817,-73.6336,38,4.8,20223006,POINT (-73.6336 -16.2817),,,,,
20020529,131012,-8.3569,-75.1303,142,4.6,20223006,POINT (-75.1303 -8.3569),1630.0,UCAYALI,PADRE ABAD,CURIMANA,250303
20020531,62532,-12.3708,-77.5462,58,4.5,20223006,POINT (-77.5462 -12.3708),,,,,
20020605,121015,-9.249,-71.257,582,4.5,20223006,POINT (-71.257 -9.249),,,,,
20020606,33611,-16.0099,-73.195,23,4.6,20223006,POINT (-73.195 -16.0099),76.0,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,040203
20020608,123119,-15.5823,-75.7356,12,4.9,20223006,POINT (-75.7356 -15.5823),,,,,
20020609,134430,-12.679,-77.4846,32,4.8,20223006,POINT (-77.4846 -12.679),,,,,
20020614,73308,-11.5202,-76.407,16,5.0,20223006,POINT (-76.407 -11.5202),807.0,LIMA,HUAROCHIRI,HUANZA,150708
20020615,124009,-8.8776,-75.1811,25,4.7,20223006,POINT (-75.1811 -8.8776),1627.0,UCAYALI,PADRE ABAD,IRAZOLA,250302
20020617,165130,-17.4506,-71.324,36,4.8,20223006,POINT (-71.324 -17.4506),1567.0,MOQUEGUA,ILO,PACOCHA,180303
20020617,205729,-10.1479,-74.8967,41,5.1,20223006,POINT (-74.8967 -10.1479),1828.0,PASCO,OXAPAMPA,PUERTO BERMUDEZ,190306
20020620,42000,-15.6972,-72.6676,91,4.5,20223006,POINT (-72.6676 -15.6972),41.0,AREQUIPA,CASTILLA,PAMPACOLCA,040410
20020620,52913,-15.8504,-72.4047,100,4.6,20223006,POINT (-72.4047 -15.8504),42.0,AREQUIPA,CASTILLA,UÑON,040412
20020620,203512,-18.1105,-71.4197,89,5.6,20223006,POINT (-71.4197 -18.1105),,,,,
20020621,23312,-14.3524,-76.3005,41,4.5,20223006,POINT (-76.3005 -14.3524),,,,,
20020621,132257,-14.4977,-76.4782,19,4.7,20223006,POINT (-76.4782 -14.4977),,,,,
20020623,204120,-8.075,-79.803,33,4.3,20223006,POINT (-79.803 -8.075),,,,,
20020624,190415,-14.9898,-71.822,114,5.2,20223006,POINT (-71.822 -14.9898),1656.0,AREQUIPA,CAYLLOMA,CAYLLOMA,040505
20020628,202324,-14.27,-75.2566,90,4.6,20223006,POINT (-75.2566 -14.27),921.0,ICA,ICA,SANTIAGO,110111
20020628,212713,-11.0746,-74.5592,136,5.0,20223006,POINT (-74.5592 -11.0746),782.0,JUNIN,SATIPO,SATIPO,120601
20020628,230721,-16.1593,-69.6545,192,4.9,20223006,POINT (-69.6545 -16.1593),1680.0,PUNO,EL COLLAO,ILAVE,210501
20020629,191747,-5.1811,-76.7282,19,5.2,20223006,POINT (-76.7282 -5.1811),1371.0,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,160702
20020630,50829,-17.346,-69.088,133,4.3,20223006,POINT (-69.088 -17.346),,,,,
20020630,62343,-5.24,-76.7387,22,5.1,20223006,POINT (-76.7387 -5.24),1371.0,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,160702
20020630,83458,-15.3521,-73.1108,38,5.5,20223006,POINT (-73.1108 -15.3521),1658.0,AREQUIPA,LA UNION,TAURIA,040809
20020701,183231,-5.1889,-76.6721,60,5.1,20223006,POINT (-76.6721 -5.1889),1371.0,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,160702
20020702,10718,-17.1783,-73.2582,45,4.7,20223006,POINT (-73.2582 -17.1783),,,,,
20020702,41911,-16.661,-71.6643,41,4.5,20223006,POINT (-71.6643 -16.661),72.0,AREQUIPA,AREQUIPA,YARABAMBA,040127
20020703,235612,-15.4635,-72.7644,10,4.9,20223006,POINT (-72.7644 -15.4635),1810.0,AREQUIPA,CONDESUYOS,SALAMANCA,040607
20020704,74909,-8.5406,-73.6496,91,5.0,20223006,POINT (-73.6496 -8.5406),1628.0,UCAYALI,CORONEL PORTILLO,MASISEA,250104
20020704,143124,-17.3399,-71.3151,37,5.0,20223006,POINT (-71.3151 -17.3399),1548.0,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,180101
20020704,214242,-12.5121,-76.7208,54,4.5,20223006,POINT (-76.7208 -12.5121),1796.0,LIMA,CAÑETE,CHILCA,150505
20020705,122438,-8.4907,-76.1812,23,4.9,20223006,POINT (-76.1812 -8.4907),1191.0,SAN MARTIN,TOCACHE,NUEVO PROGRESO,221002
20020706,21038,-5.297,-76.699,54,4.3,20223006,POINT (-76.699 -5.297),1371.0,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,160702
20020710,93236,-14.6784,-75.4206,73,4.5,20223006,POINT (-75.4206 -14.6784),921.0,ICA,ICA,SANTIAGO,110111
20020710,163235,-5.5635,-78.6738,19,4.8,20223006,POINT (-78.6738 -5.5635),432.0,CAJAMARCA,JAEN,BELLAVISTA,060802
20020714,144340,-5.1421,-78.7126,43,5.3,20223006,POINT (-78.7126 -5.1421),428.0,CAJAMARCA,SAN IGNACIO,HUARANGO,060903
20020716,90948,-13.0777,-76.3662,73,4.6,20223006,POINT (-76.3662 -13.0777),1794.0,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,150501
20020716,132023,-15.9844,-73.2347,93,4.6,20223006,POINT (-73.2347 -15.9844),1659.0,AREQUIPA,CARAVELI,CARAVELI,040301
20020717,31300,-9.6399,-74.8581,160,4.7,20223006,POINT (-74.8581 -9.6399),566.0,HUANUCO,PUERTO INCA,YUYAPICHIS,100905
20020717,194011,-13.9293,-76.2028,57,4.5,20223006,POINT (-76.2028 -13.9293),1539.0,ICA,PISCO,PARACAS,110505
20020719,21619,-11.5374,-78.389,22,4.8,20223006,POINT (-78.389 -11.5374),,,,,
20020719,31019,-5.1872,-76.8431,43,4.9,20223006,POINT (-76.8431 -5.1872),1371.0,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,160702
20020720,193202,-16.0248,-72.6382,102,4.5,20223006,POINT (-72.6382 -16.0248),1866.0,AREQUIPA,CASTILLA,APLAO,040401
20020722,70133,-4.3599,-81.406,52,4.5,20223006,POINT (-81.406 -4.3599),,,,,
20020729,92923,-15.2996,-75.675,38,4.5,20223006,POINT (-75.675 -15.2996),,,,,
20020729,110836,-10.0316,-77.679,28,4.5,20223006,POINT (-77.679 -10.0316),322.0,ANCASH,RECUAY,PARARIN,021708
20020729,234004,-6.8593,-76.4141,90,5.5,20223006,POINT (-76.4141 -6.8593),1380.0,SAN MARTIN,PICOTA,PUCACACA,220705
20020802,201904,-15.2576,-75.7313,35,4.9,20223006,POINT (-75.7313 -15.2576),,,,,
20020804,1032,-14.2582,-74.4728,81,5.0,20223006,POINT (-74.4728 -14.2582),833.0,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,050618
20020804,42109,-14.9461,-75.723,22,4.5,20223006,POINT (-75.723 -14.9461),,,,,
20020804,192854,-9.1458,-79.3042,33,4.8,20223006,POINT (-79.3042 -9.1458),,,,,
20020806,142614,-5.2954,-77.0497,102,5.6,20223006,POINT (-77.0497 -5.2954),1371.0,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,160702
20020808,14200,-16.2792,-74.3416,18,4.9,20223006,POINT (-74.3416 -16.2792),,,,,
20020808,85910,-8.843,-78.8261,49,5.3,20223006,POINT (-78.8261 -8.843),,,,,
20020810,65056,-9.0852,-75.0368,82,4.5,20223006,POINT (-75.0368 -9.0852),297.0,HUANUCO,PUERTO INCA,TOURNAVISTA,100904
20020810,125142,-8.0356,-74.1173,160,5.3,20223006,POINT (-74.1173 -8.0356),1633.0,UCAYALI,CORONEL PORTILLO,CALLERIA,250101
20020810,171600,-15.2976,-72.2836,83,4.5,20223006,POINT (-72.2836 -15.2976),40.0,AREQUIPA,CASTILLA,ORCOPAMPA,040409
20020811,50632,-5.576,-71.882,568,5.5,20223006,POINT (-71.882 -5.576),,,,,
20020811,120911,-10.8906,-74.5034,30,5.4,20223006,POINT (-74.5034 -10.8906),1828.0,PASCO,OXAPAMPA,PUERTO BERMUDEZ,190306
20020811,131236,-10.7958,-74.61,38,4.9,20223006,POINT (-74.61 -10.7958),1828.0,PASCO,OXAPAMPA,PUERTO BERMUDEZ,190306
20020811,131531,-10.7917,-74.5094,31,4.9,20223006,POINT (-74.5094 -10.7917),1828.0,PASCO,OXAPAMPA,PUERTO BERMUDEZ,190306
20020813,182349,-14.1138,-74.9336,38,4.6,20223006,POINT (-74.9336 -14.1138),840.0,AYACUCHO,LUCANAS,HUAC-HUAS,050607
20020819,192824,-15.9596,-74.5902,41,4.5,20223006,POINT (-74.5902 -15.9596),,,,,
20020825,32136,-8.569,-76.182,16,4.8,20223006,POINT (-76.182 -8.569),1191.0,SAN MARTIN,TOCACHE,NUEVO PROGRESO,221002
20020826,134316,-13.7654,-76.8599,17,4.8,20223006,POINT (-76.8599 -13.7654),,,,,
20020826,230302,-17.9633,-71.6212,46,5.7,20223006,POINT (-71.6212 -17.9633),,,,,
20020827,53652,-14.7425,-74.9769,28,4.8,20223006,POINT (-74.9769 -14.7425),906.0,ICA,NASCA,EL INGENIO,110303
20020829,104341,-15.5524,-70.3282,200,4.8,20223006,POINT (-70.3282 -15.5524),218.0,PUNO,LAMPA,CABANILLA,210702
20020829,194741,-9.0191,-78.8384,54,5.1,20223006,POINT (-78.8384 -9.0191),,,,,
20020830,183604,-8.7323,-74.9718,116,4.7,20223006,POINT (-74.9718 -8.7323),1629.0,UCAYALI,PADRE ABAD,NESHUYA,250304
20020902,80230,-15.4774,-74.1873,35,4.7,20223006,POINT (-74.1873 -15.4774),612.0,AYACUCHO,PARINACOCHAS,PULLO,050705
20020902,232001,-15.5172,-72.1508,153,4.9,20223006,POINT (-72.1508 -15.5172),1871.0,AREQUIPA,CASTILLA,CHOCO,040406
20020905,202623,-5.3967,-80.9695,11,4.5,20223006,POINT (-80.9695 -5.3967),1529.0,PIURA,SECHURA,VICE,200805
20020911,110213,-13.5718,-75.9646,70,4.9,20223006,POINT (-75.9646 -13.5718),1075.0,ICA,CHINCHA,EL CARMEN,110205
20020912,231024,-16.938,-69.999,154,4.5,20223006,POINT (-69.999 -16.938),185.0,PUNO,EL COLLAO,SANTA ROSA,210504
20020913,102301,-5.1244,-81.1359,56,5.4,20223006,POINT (-81.1359 -5.1244),127.0,PIURA,PAITA,PAITA,200501
20020914,84142,-7.0701,-74.782,169,4.9,20223006,POINT (-74.782 -7.0701),1352.0,LORETO,REQUENA,MAQUIA,160505
20020914,181545,-16.2112,-72.7866,58,4.9,20223006,POINT (-72.7866 -16.2112),1804.0,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,040601
20020916,70831,-16.1109,-71.067,111,4.6,20223006,POINT (-71.067 -16.1109),65.0,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,040119
20020916,123633,-16.0395,-71.1689,182,4.5,20223006,POINT (-71.1689 -16.0395),65.0,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,040119
20020916,223505,-16.8461,-72.7337,33,5.7,20223006,POINT (-72.7337 -16.8461),,,,,
20020918,20705,-15.2923,-71.8802,46,4.9,20223006,POINT (-71.8802 -15.2923),1656.0,AREQUIPA,CAYLLOMA,CAYLLOMA,040505
20020919,62532,-15.5468,-70.6864,152,4.6,20223006,POINT (-70.6864 -15.5468),221.0,PUNO,LAMPA,PARATIA,210707
20020922,75549,-9.7402,-78.5151,70,4.5,20223006,POINT (-78.5151 -9.7402),,,,,
20020924,192443,-14.3507,-76.3314,20,4.5,20223006,POINT (-76.3314 -14.3507),,,,,
20020929,25227,-4.7662,-81.5143,48,5.3,20223006,POINT (-81.5143 -4.7662),,,,,
20020930,31546,-5.609,-81.0562,29,4.7,20223006,POINT (-81.0562 -5.609),,,,,
20020930,225914,-15.0514,-72.0918,128,4.9,20223006,POINT (-72.0918 -15.0514),1869.0,AREQUIPA,CASTILLA,CHACHAS,040404
20021002,54954,-12.4894,-69.9692,174,5.0,20223006,POINT (-69.9692 -12.4894),1780.0,MADRE DE DIOS,TAMBOPATA,LABERINTO,170104
20021003,113635,-15.7624,-72.0199,113,5.1,20223006,POINT (-72.0199 -15.7624),1655.0,AREQUIPA,CAYLLOMA,CABANACONDE,040503
20021004,213435,-5.1755,-76.8458,59,4.9,20223006,POINT (-76.8458 -5.1755),1371.0,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,160702
20021005,55221,-5.7321,-76.2611,107,5.1,20223006,POINT (-76.2611 -5.7321),1741.0,LORETO,ALTO AMAZONAS,YURIMAGUAS,160201
20021008,214905,-8.6783,-79.6241,18,4.7,20223006,POINT (-79.6241 -8.6783),,,,,
20021012,115240,-10.4773,-74.8773,126,4.9,20223006,POINT (-74.8773 -10.4773),1828.0,PASCO,OXAPAMPA,PUERTO BERMUDEZ,190306
20021012,200900,-8.7264,-72.0051,596,6.9,20223006,POINT (-72.0051 -8.7264),,,,,
20021013,15047,-7.4263,-75.4136,147,4.7,20223006,POINT (-75.4136 -7.4263),567.0,LORETO,UCAYALI,CONTAMANA,160601
20021014,235521,-15.9184,-70.0811,220,5.3,20223006,POINT (-70.0811 -15.9184),204.0,PUNO,PUNO,PUNO,210101
20021015,235029,-14.2866,-73.0737,93,5.6,20223006,POINT (-73.0737 -14.2866),1232.0,APURIMAC,AYMARAES,POCOHUANCA,030410
20021016,105655,-5.5436,-80.0229,50,4.5,20223006,POINT (-80.0229 -5.5436),120.0,PIURA,MORROPON,LA MATANZA,200404
20021017,100703,-8.2207,-73.6276,76,4.9,20223006,POINT (-73.6276 -8.2207),1633.0,UCAYALI,CORONEL PORTILLO,CALLERIA,250101
20021019,43605,-15.5623,-70.8014,165,5.1,20223006,POINT (-70.8014 -15.5623),221.0,PUNO,LAMPA,PARATIA,210707
20021019,210758,-9.4103,-79.538,28,5.0,20223006,POINT (-79.538 -9.4103),,,,,
20021021,4955,-9.7015,-75.3282,32,4.9,20223006,POINT (-75.3282 -9.7015),555.0,HUANUCO,PUERTO INCA,CODO DEL POZUZO,100902
20021023,231032,-18.0006,-71.2377,24,5.0,20223006,POINT (-71.2377 -18.0006),,,,,
20021024,100933,-8.6547,-74.5495,156,5.2,20223006,POINT (-74.5495 -8.6547),564.0,HUANUCO,PUERTO INCA,HONORIA,100903
20021024,110330,-16.146,-72.4096,85,4.7,20223006,POINT (-72.4096 -16.146),1872.0,AREQUIPA,CASTILLA,HUANCARQUI,040407
20021026,125637,-17.2924,-70.6786,157,4.8,20223006,POINT (-70.6786 -17.2924),1546.0,TACNA,JORGE BASADRE,ILABAYA,230302
20021026,174340,-9.5013,-79.1581,23,4.9,20223006,POINT (-79.1581 -9.5013),,,,,
20021027,121546,-6.3848,-80.4254,28,4.8,20223006,POINT (-80.4254 -6.3848),1505.0,LAMBAYEQUE,LAMBAYEQUE,OLMOS,140308
20021029,23945,-16.678,-69.7591,118,5.2,20223006,POINT (-69.7591 -16.678),185.0,PUNO,EL COLLAO,SANTA ROSA,210504
20021030,35027,-7.8033,-74.3139,172,5.2,20223006,POINT (-74.3139 -7.8033),1633.0,UCAYALI,CORONEL PORTILLO,CALLERIA,250101
20021031,30737,-17.322,-71.5645,89,4.5,20223006,POINT (-71.5645 -17.322),,,,,
20021031,90631,-15.523,-76.1217,14,4.6,20223006,POINT (-76.1217 -15.523),,,,,
20021031,120641,-15.59,-70.686,33,4.7,20223006,POINT (-70.686 -15.59),210.0,PUNO,LAMPA,SANTA LUCIA,210709
20021031,190032,-10.7318,-75.4513,21,4.6,20223006,POINT (-75.4513 -10.7318),1831.0,PASCO,OXAPAMPA,CHONTABAMBA,190302
20021101,50139,-14.5166,-76.1859,11,4.5,20223006,POINT (-76.1859 -14.5166),,,,,
20021101,50354,-14.7696,-76.5465,12,5.7,20223006,POINT (-76.5465 -14.7696),,,,,
20021101,70217,-5.304,-77.654,33,4.2,20223006,POINT (-77.654 -5.304),1370.0,LORETO,DATEM DEL MARAÑON,BARRANCA,160701
20021101,81552,-14.7901,-76.5371,18,5.3,20223006,POINT (-76.5371 -14.7901),,,,,
20021101,84037,-14.7033,-76.5707,11,5.0,20223006,POINT (-76.5707 -14.7033),,,,,
20021101,160825,-16.8487,-75.3632,20,4.7,20223006,POINT (-75.3632 -16.8487),,,,,
20021102,95457,-10.5408,-78.3994,46,5.3,20223006,POINT (-78.3994 -10.5408),,,,,
