FECHA_UTC,HORA_UTC,LATITUD,LONGITUD,PROFUNDIDAD,MAGNITUD,FECHA_CORTE,geometry,index_right,NOMBDEP,NOMBPROV,NOMBDIST,UBIGEO
19930123,34610,-7.95,-74.09,162,4.6,20223006,POINT (-74.09 -7.95),1633.0,UCAYALI,CORONEL PORTILLO,CALLERIA,250101
19930125,11451,-5.0,-81.42,28,5.1,20223006,POINT (-81.42 -5),,,,,
19930125,125028,-4.9,-75.94,151,5.0,20223006,POINT (-75.94 -4.9),1374.0,LORETO,DATEM DEL MARAÑON,PASTAZA,160705
19930128,150655,-16.302,-71.747,127,4.7,20223006,POINT (-71.747 -16.302),73.0,AREQUIPA,AREQUIPA,YURA,040128
19930131,2646,-14.333,-73.485,100,4.1,20223006,POINT (-73.485 -14.333),1245.0,APURIMAC,ANDAHUAYLAS,PAMPACHIRI,030210
19930131,100231,-13.57,-75.93,71,5.0,20223006,POINT (-75.93 -13.57),1075.0,ICA,CHINCHA,EL CARMEN,110205
19930131,200733,-9.5,-77.99,116,4.7,20223006,POINT (-77.99 -9.5),1770.0,ANCASH,CASMA,YAUTAN,020804
19930201,185457,-7.7,-75.34,98,5.0,20223006,POINT (-75.34 -7.7),567.0,LORETO,UCAYALI,CONTAMANA,160601
19930202,234108,-15.88,-72.33,36,4.6,20223006,POINT (-72.33 -15.88),1872.0,AREQUIPA,CASTILLA,HUANCARQUI,040407
19930203,134754,-9.03,-75.29,100,4.5,20223006,POINT (-75.29 -9.03),1627.0,UCAYALI,PADRE ABAD,IRAZOLA,250302
19930204,233946,-13.34,-74.77,121,4.8,20223006,POINT (-74.77 -13.34),1716.0,HUANCAVELICA,HUAYTARA,PILPICHACA,090607
19930205,94451,-5.83,-75.97,104,4.6,20223006,POINT (-75.97 -5.83),1741.0,LORETO,ALTO AMAZONAS,YURIMAGUAS,160201
19930205,210057,-9.45,-79.87,50,4.6,20223006,POINT (-79.87 -9.45),,,,,
19930206,50716,-15.66,-73.68,66,5.0,20223006,POINT (-73.68 -15.66),1864.0,AREQUIPA,CARAVELI,QUICACHA,040312
19930206,71010,-13.17,-76.37,84,4.5,20223006,POINT (-76.37 -13.17),,,,,
19930207,10855,-7.21,-80.66,64,4.7,20223006,POINT (-80.66 -7.21),,,,,
19930209,172500,-5.76,-74.84,113,4.9,20223006,POINT (-74.84 -5.76),1353.0,LORETO,REQUENA,PUINAHUA,160506
19930210,83508,-8.16,-74.8,126,4.8,20223006,POINT (-74.8 -8.16),1858.0,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,250106
19930212,72112,-14.98,-72.9,39,4.8,20223006,POINT (-72.9 -14.98),58.0,AREQUIPA,LA UNION,PAMPAMARCA,040805
19930212,135419,-9.19,-75.83,49,4.5,20223006,POINT (-75.83 -9.19),289.0,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,100602
19930212,173450,-10.05,-78.82,47,4.5,20223006,POINT (-78.82 -10.05),,,,,
19930215,92743,-15.63,-72.61,51,4.6,20223006,POINT (-72.61 -15.63),41.0,AREQUIPA,CASTILLA,PAMPACOLCA,040410
19930216,141848,-15.9,-72.77,60,4.7,20223006,POINT (-72.77 -15.9),1805.0,AREQUIPA,CONDESUYOS,ANDARAY,040602
19930217,84038,-15.19,-71.95,51,4.8,20223006,POINT (-71.95 -15.19),1871.0,AREQUIPA,CASTILLA,CHOCO,040406
19930218,1601,-16.24,-75.0,35,4.6,20223006,POINT (-75 -16.24),,,,,
19930218,12154,-15.72,-74.37,29,5.1,20223006,POINT (-74.37 -15.72),1865.0,AREQUIPA,CARAVELI,YAUCA,040313
19930219,81607,-15.68,-74.8,28,4.5,20223006,POINT (-74.8 -15.68),,,,,
19930220,150408,-15.25,-75.04,46,4.5,20223006,POINT (-75.04 -15.25),907.0,ICA,NASCA,MARCONA,110304
19930221,174146,-8.95,-79.9,57,4.8,20223006,POINT (-79.9 -8.95),,,,,
19930224,71554,-8.69,-78.04,21,4.7,20223006,POINT (-78.04 -8.69),379.0,ANCASH,SANTA,MACATE,021804
19930225,183316,-7.13,-77.31,23,4.9,20223006,POINT (-77.31 -7.13),1375.0,SAN MARTIN,MARISCAL CACERES,HUICUNGO,220603
19930228,10520,-10.73,-78.5,47,5.2,20223006,POINT (-78.5 -10.73),,,,,
19930301,112505,-8.89,-76.05,32,4.7,20223006,POINT (-76.05 -8.89),562.0,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,100604
19930302,213834,-9.56,-78.48,29,4.6,20223006,POINT (-78.48 -9.56),,,,,
19930306,41758,-17.587,-70.343,122,4.1,20223006,POINT (-70.343 -17.587),1568.0,TACNA,TACNA,INCLAN,230105
19930307,14613,-5.31,-75.8,122,4.9,20223006,POINT (-75.8 -5.31),1728.0,LORETO,ALTO AMAZONAS,LAGUNAS,160206
19930309,190235,-8.92,-80.56,39,4.7,20223006,POINT (-80.56 -8.92),,,,,
19930315,11535,-9.29,-76.4,38,4.6,20223006,POINT (-76.4 -9.29),551.0,HUANUCO,HUAMALIES,MONZON,100507
19930316,103754,-7.55,-77.28,124,4.9,20223006,POINT (-77.28 -7.55),1375.0,SAN MARTIN,MARISCAL CACERES,HUICUNGO,220603
19930317,193449,-14.75,-75.46,35,4.8,20223006,POINT (-75.46 -14.75),921.0,ICA,ICA,SANTIAGO,110111
19930317,201058,-14.54,-75.33,89,5.0,20223006,POINT (-75.33 -14.54),921.0,ICA,ICA,SANTIAGO,110111
19930318,11457,-5.21,-77.5,19,4.8,20223006,POINT (-77.5 -5.21),1370.0,LORETO,DATEM DEL MARAÑON,BARRANCA,160701
19930318,61022,-15.11,-75.68,31,4.9,20223006,POINT (-75.68 -15.11),,,,,
19930318,61401,-13.45,-75.11,56,4.8,20223006,POINT (-75.11 -13.45),1716.0,HUANCAVELICA,HUAYTARA,PILPICHACA,090607
19930319,62858,-13.06,-74.38,116,4.9,20223006,POINT (-74.38 -13.06),930.0,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,050111
19930322,15153,-9.67,-79.3,64,4.7,20223006,POINT (-79.3 -9.67),,,,,
19930322,93348,-15.21,-74.93,92,4.5,20223006,POINT (-74.93 -15.21),1863.0,AREQUIPA,CARAVELI,LOMAS,040311
19930323,231355,-15.22,-71.03,163,5.0,20223006,POINT (-71.03 -15.22),875.0,CUSCO,ESPINAR,CONDOROMA,080802
19930325,64834,-8.086,-74.448,159,4.8,20223006,POINT (-74.448 -8.086),1633.0,UCAYALI,CORONEL PORTILLO,CALLERIA,250101
19930325,64846,-9.415,-74.267,33,5.1,20223006,POINT (-74.267 -9.415),1624.0,UCAYALI,CORONEL PORTILLO,IPARIA,250103
19930328,164427,-7.74,-80.0,58,4.9,20223006,POINT (-80 -7.74),,,,,
19930331,190320,-9.21,-79.87,23,4.6,20223006,POINT (-79.87 -9.21),,,,,
19930403,5831,-14.79,-71.15,54,4.6,20223006,POINT (-71.15 -14.79),894.0,CUSCO,ESPINAR,PALLPATA,080805
19930403,83003,-5.77,-75.79,152,5.0,20223006,POINT (-75.79 -5.77),1729.0,LORETO,ALTO AMAZONAS,SANTA CRUZ,160210
19930403,210243,-10.41,-75.79,73,4.8,20223006,POINT (-75.79 -10.41),1832.0,PASCO,OXAPAMPA,HUANCABAMBA,190303
19930403,231250,-6.56,-75.83,149,4.8,20223006,POINT (-75.83 -6.56),1405.0,SAN MARTIN,SAN MARTIN,HUIMBAYOC,220907
19930404,234407,-6.08,-80.44,56,5.0,20223006,POINT (-80.44 -6.08),1517.0,PIURA,SECHURA,SECHURA,200801
19930406,13125,-13.62,-76.53,43,4.7,20223006,POINT (-76.53 -13.62),,,,,
19930407,13011,-13.97,-75.17,79,5.0,20223006,POINT (-75.17 -13.97),895.0,HUANCAVELICA,HUAYTARA,SAN ISIDRO,090612
19930407,73421,-10.51,-79.7,10,4.8,20223006,POINT (-79.7 -10.51),,,,,
19930408,33906,-8.39,-75.4,60,4.6,20223006,POINT (-75.4 -8.39),1630.0,UCAYALI,PADRE ABAD,CURIMANA,250303
19930408,150509,-11.94,-77.09,63,4.5,20223006,POINT (-77.09 -11.94),666.0,LIMA,LIMA,PUENTE PIEDRA,150125
19930409,223613,-15.3,-74.32,29,4.9,20223006,POINT (-74.32 -15.3),618.0,AYACUCHO,LUCANAS,SANCOS,050619
19930410,143410,-15.11,-75.47,55,4.9,20223006,POINT (-75.47 -15.11),,,,,
19930410,200148,-8.05,-75.96,82,5.1,20223006,POINT (-75.96 -8.05),572.0,SAN MARTIN,BELLAVISTA,ALTO BIAVO,220202
19930411,63459,-7.59,-79.69,25,4.9,20223006,POINT (-79.69 -7.59),,,,,
19930412,130608,-8.32,-75.58,48,4.9,20223006,POINT (-75.58 -8.32),567.0,LORETO,UCAYALI,CONTAMANA,160601
19930413,165751,-15.39,-71.63,43,4.6,20223006,POINT (-71.63 -15.39),1656.0,AREQUIPA,CAYLLOMA,CAYLLOMA,040505
19930414,182423,-6.71,-77.18,29,4.9,20223006,POINT (-77.18 -6.71),1376.0,SAN MARTIN,MARISCAL CACERES,PACHIZA,220604
19930415,150142,-9.8,-80.12,22,4.8,20223006,POINT (-80.12 -9.8),,,,,
19930416,61632,-8.58,-79.44,28,4.7,20223006,POINT (-79.44 -8.58),,,,,
19930417,15544,-7.93,-76.72,123,4.9,20223006,POINT (-76.72 -7.93),1194.0,SAN MARTIN,TOCACHE,POLVORA,221003
19930417,203049,-17.564,-72.576,80,4.2,20223006,POINT (-72.576 -17.564),,,,,
19930418,82848,-18.353,-69.44,126,5.2,20223006,POINT (-69.44 -18.353),,,,,
19930418,91623,-11.65,-76.84,107,6.4,20223006,POINT (-76.84 -11.65),1850.0,LIMA,CANTA,SANTA ROSA DE QUIVES,150407
19930418,143322,-13.66,-74.78,55,4.6,20223006,POINT (-74.78 -13.66),1716.0,HUANCAVELICA,HUAYTARA,PILPICHACA,090607
19930419,15834,-7.44,-74.69,141,4.8,20223006,POINT (-74.69 -7.44),567.0,LORETO,UCAYALI,CONTAMANA,160601
19930419,162924,-12.42,-74.21,88,4.7,20223006,POINT (-74.21 -12.42),1699.0,AYACUCHO,HUANTA,LLOCHEGUA,050408
19930422,204428,-16.3,-72.69,60,4.9,20223006,POINT (-72.69 -16.3),1804.0,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,040601
19930424,91921,-15.34,-70.5,216,4.9,20223006,POINT (-70.5 -15.34),227.0,PUNO,LAMPA,PALCA,210706
19930424,153354,-16.64,-72.48,52,4.9,20223006,POINT (-72.48 -16.64),80.0,AREQUIPA,CAMANA,QUILCA,040207
19930424,180534,-8.06,-79.0,35,4.9,20223006,POINT (-79 -8.06),405.0,LA LIBERTAD,TRUJILLO,EL PORVENIR,130102
19930428,54612,-7.22,-79.87,47,4.8,20223006,POINT (-79.87 -7.22),,,,,
19930430,182832,-6.19,-76.26,26,4.6,20223006,POINT (-76.26 -6.19),1409.0,SAN MARTIN,LAMAS,CAYNARACHI,220504
19930501,14327,-15.721,-69.357,260,5.4,20223006,POINT (-69.357 -15.721),,,,,
19930501,141258,-8.19,-75.96,32,4.6,20223006,POINT (-75.96 -8.19),572.0,SAN MARTIN,BELLAVISTA,ALTO BIAVO,220202
19930502,51235,-4.66,-79.38,100,4.6,20223006,POINT (-79.38 -4.66),,,,,
19930503,42856,-12.83,-75.07,33,4.5,20223006,POINT (-75.07 -12.83),1026.0,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,090101
19930504,10555,-4.71,-78.99,110,4.6,20223006,POINT (-78.99 -4.71),,,,,
19930505,122601,-10.09,-79.38,41,4.7,20223006,POINT (-79.38 -10.09),,,,,
19930505,232106,-12.89,-77.26,31,4.6,20223006,POINT (-77.26 -12.89),,,,,
19930506,130318,-8.472,-71.485,573,6.1,20223006,POINT (-71.485 -8.472),,,,,
19930507,73113,-9.05,-75.32,101,4.7,20223006,POINT (-75.32 -9.05),1627.0,UCAYALI,PADRE ABAD,IRAZOLA,250302
19930508,144303,-4.79,-79.35,108,5.1,20223006,POINT (-79.35 -4.79),,,,,
19930509,164159,-12.62,-75.41,99,4.6,20223006,POINT (-75.41 -12.62),1042.0,HUANCAVELICA,HUANCAVELICA,VILCA,090116
19930510,110733,-14.0,-75.08,52,4.6,20223006,POINT (-75.08 -14),897.0,HUANCAVELICA,HUAYTARA,OCOYO,090606
19930511,10656,-13.13,-73.74,59,4.6,20223006,POINT (-73.74 -13.13),983.0,AYACUCHO,LA MAR,ANCO,050502
19930512,164459,-13.07,-75.91,86,4.6,20223006,POINT (-75.91 -13.07),1073.0,ICA,CHINCHA,CHAVIN,110203
19930512,214743,-13.52,-75.58,95,4.6,20223006,POINT (-75.58 -13.52),1071.0,ICA,PISCO,HUANCANO,110502
19930513,82000,-8.14,-79.38,54,4.6,20223006,POINT (-79.38 -8.14),,,,,
19930513,140459,-11.89,-74.01,41,4.6,20223006,POINT (-74.01 -11.89),1873.0,JUNIN,SATIPO,MAZAMARI,120604
19930513,152658,-12.42,-75.57,99,4.6,20223006,POINT (-75.57 -12.42),638.0,LIMA,YAUYOS,LARAOS,151018
19930513,205203,-5.04,-81.17,22,4.6,20223006,POINT (-81.17 -5.04),,,,,
19930514,25453,-15.14,-74.42,36,4.6,20223006,POINT (-74.42 -15.14),821.0,AYACUCHO,LUCANAS,SAN PEDRO,050617
19930514,64200,-13.8,-75.93,31,4.6,20223006,POINT (-75.93 -13.8),1537.0,ICA,PISCO,HUMAY,110503
19930514,163158,-8.47,-76.78,30,4.6,20223006,POINT (-76.78 -8.47),1192.0,SAN MARTIN,TOCACHE,SHUNTE,221004
19930515,185853,-11.43,-76.61,106,4.6,20223006,POINT (-76.61 -11.43),1847.0,LIMA,CANTA,HUAROS,150404
19930516,145955,-4.431,-80.631,85,4.6,20223006,POINT (-80.631 -4.431),142.0,PIURA,SULLANA,LANCONES,200604
19930516,150013,-5.24,-80.04,63,5.0,20223006,POINT (-80.04 -5.24),120.0,PIURA,MORROPON,LA MATANZA,200404
19930517,84859,-6.98,-76.72,51,4.6,20223006,POINT (-76.72 -6.98),1203.0,SAN MARTIN,HUALLAGA,EL ESLABON,220403
19930518,43817,-12.4,-73.47,72,4.6,20223006,POINT (-73.47 -12.4),165.0,CUSCO,LA CONVENCION,ECHARATE,080902
19930518,62605,-8.24,-74.88,40,4.6,20223006,POINT (-74.88 -8.24),1858.0,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,250106
19930518,210449,-15.32,-70.844,181,4.3,20223006,POINT (-70.844 -15.32),234.0,PUNO,LAMPA,OCUVIRI,210705
19930519,134100,-9.29,-77.82,86,4.6,20223006,POINT (-77.82 -9.29),328.0,ANCASH,YUNGAY,QUILLO,022005
19930520,120700,-7.07,-79.62,40,4.6,20223006,POINT (-79.62 -7.07),7.0,LAMBAYEQUE,CHICLAYO,LAGUNAS,140107
19930521,130102,-12.91,-74.16,55,4.6,20223006,POINT (-74.16 -12.91),1692.0,AYACUCHO,HUANTA,HUANTA,050401
19930521,144200,-8.89,-77.74,30,4.6,20223006,POINT (-77.74 -8.89),339.0,ANCASH,HUAYLAS,SANTA CRUZ,021208
19930521,173000,-8.01,-77.71,55,4.6,20223006,POINT (-77.71 -8.01),1323.0,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,131008
19930522,80720,-13.4,-74.52,101,4.6,20223006,POINT (-74.52 -13.4),973.0,AYACUCHO,HUAMANGA,VINCHOS,050114
19930522,93111,-14.69,-75.88,43,4.6,20223006,POINT (-75.88 -14.69),,,,,
19930522,111901,-11.17,-73.91,62,4.6,20223006,POINT (-73.91 -11.17),299.0,JUNIN,SATIPO,RIO TAMBO,120608
19930523,21200,-11.6,-74.13,61,4.6,20223006,POINT (-74.13 -11.6),1873.0,JUNIN,SATIPO,MAZAMARI,120604
19930523,102906,-10.78,-75.84,18,4.6,20223006,POINT (-75.84 -10.78),1178.0,PASCO,PASCO,PAUCARTAMBO,190107
19930524,154658,-11.28,-73.62,61,4.6,20223006,POINT (-73.62 -11.28),299.0,JUNIN,SATIPO,RIO TAMBO,120608
19930525,182513,-14.92,-75.0,46,4.6,20223006,POINT (-75 -14.92),904.0,ICA,NASCA,NASCA,110301
19930525,184407,-14.02,-74.04,34,4.6,20223006,POINT (-74.04 -14.02),844.0,AYACUCHO,VICTOR FAJARDO,APONGO,051003
19930526,74757,-8.15,-73.27,188,4.9,20223006,POINT (-73.27 -8.15),,,,,
19930527,154436,-12.65,-75.68,53,4.6,20223006,POINT (-75.68 -12.65),636.0,LIMA,YAUYOS,HUANTAN,151016
19930527,174656,-10.34,-74.6,63,4.6,20223006,POINT (-74.6 -10.34),1828.0,PASCO,OXAPAMPA,PUERTO BERMUDEZ,190306
19930528,1006,-11.94,-75.27,59,4.6,20223006,POINT (-75.27 -11.94),1100.0,JUNIN,HUANCAYO,QUILCAS,120128
19930530,173528,-8.683,-74.829,138,4.5,20223006,POINT (-74.829 -8.683),564.0,HUANUCO,PUERTO INCA,HONORIA,100903
19930604,154032,-16.253,-69.802,203,4.0,20223006,POINT (-69.802 -16.253),1681.0,PUNO,PUNO,ACORA,210102
19930605,135601,-11.1,-76.9,48,4.6,20223006,POINT (-76.9 -11.1),1477.0,LIMA,HUARAL,IHUARI,150606
19930607,92757,-10.31,-75.26,28,4.6,20223006,POINT (-75.26 -10.31),1835.0,PASCO,OXAPAMPA,PALCAZU,190304
19930607,104030,-13.8,-76.03,44,4.6,20223006,POINT (-76.03 -13.8),1540.0,ICA,PISCO,SAN ANDRES,110506
19930608,224953,-9.88,-75.51,15,4.6,20223006,POINT (-75.51 -9.88),555.0,HUANUCO,PUERTO INCA,CODO DEL POZUZO,100902
19930610,105900,-8.59,-76.26,47,4.6,20223006,POINT (-76.26 -8.59),1191.0,SAN MARTIN,TOCACHE,NUEVO PROGRESO,221002
19930611,144054,-8.76,-75.41,54,4.6,20223006,POINT (-75.41 -8.76),1625.0,UCAYALI,PADRE ABAD,PADRE ABAD,250301
19930613,204959,-8.87,-79.29,46,4.6,20223006,POINT (-79.29 -8.87),,,,,
19930616,222734,-13.74,-74.19,36,4.6,20223006,POINT (-74.19 -13.74),861.0,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,051009
19930617,200512,-17.527,-69.401,167,4.6,20223006,POINT (-69.401 -17.527),,,,,
19930623,64956,-7.87,-78.17,36,4.8,20223006,POINT (-78.17 -7.87),1618.0,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,130906
19930627,52201,-15.64,-72.37,117,4.9,20223006,POINT (-72.37 -15.64),1868.0,AREQUIPA,CASTILLA,AYO,040403
19930629,100559,-8.61,-79.37,44,5.1,20223006,POINT (-79.37 -8.61),,,,,
19930701,215459,-10.55,-77.11,37,4.6,20223006,POINT (-77.11 -10.55),391.0,LIMA,CAJATAMBO,HUANCAPON,150304
19930702,14642,-18.503,-71.177,68,4.2,20223006,POINT (-71.177 -18.503),,,,,
19930707,112449,-17.89,-72.47,30,5.0,20223006,POINT (-72.47 -17.89),,,,,
19930722,61259,-15.02,-73.91,19,4.9,20223006,POINT (-73.91 -15.02),621.0,AYACUCHO,LUCANAS,CHAVIÑA,050605
19930724,175416,-15.1,-71.76,130,5.0,20223006,POINT (-71.76 -15.1),1656.0,AREQUIPA,CAYLLOMA,CAYLLOMA,040505
19930729,12632,-16.367,-71.948,203,4.3,20223006,POINT (-71.948 -16.367),71.0,AREQUIPA,AREQUIPA,VITOR,040125
19930802,154500,-11.73,-74.12,44,6.0,20223006,POINT (-74.12 -11.73),1873.0,JUNIN,SATIPO,MAZAMARI,120604
19930804,15858,-9.64,-74.88,145,4.8,20223006,POINT (-74.88 -9.64),566.0,HUANUCO,PUERTO INCA,YUYAPICHIS,100905
19930804,194154,-17.4,-72.49,27,4.6,20223006,POINT (-72.49 -17.4),,,,,
19930806,22458,-15.07,-75.16,28,4.6,20223006,POINT (-75.16 -15.07),907.0,ICA,NASCA,MARCONA,110304
19930807,220959,-11.59,-73.96,63,5.2,20223006,POINT (-73.96 -11.59),299.0,JUNIN,SATIPO,RIO TAMBO,120608
19930811,213713,-10.62,-78.48,21,4.6,20223006,POINT (-78.48 -10.62),,,,,
19930814,164226,-15.76,-76.09,15,4.8,20223006,POINT (-76.09 -15.76),,,,,
19930814,181236,-8.77,-78.24,104,4.6,20223006,POINT (-78.24 -8.77),377.0,ANCASH,SANTA,CHIMBOTE,021801
19930817,133125,-11.48,-73.41,144,4.7,20223006,POINT (-73.41 -11.48),948.0,CUSCO,LA CONVENCION,MEGANTONI,080914
19930818,183430,-11.6,-76.78,114,4.6,20223006,POINT (-76.78 -11.6),1850.0,LIMA,CANTA,SANTA ROSA DE QUIVES,150407
19930819,100130,-16.207,-71.621,139,4.4,20223006,POINT (-71.621 -16.207),73.0,AREQUIPA,AREQUIPA,YURA,040128
19930820,31911,-10.98,-77.43,38,4.8,20223006,POINT (-77.43 -10.98),13.0,LIMA,HUAURA,HUAURA,150806
19930822,42607,-8.78,-74.61,78,4.9,20223006,POINT (-74.61 -8.78),564.0,HUANUCO,PUERTO INCA,HONORIA,100903
19930822,145705,-12.64,-76.96,61,5.5,20223006,POINT (-76.96 -12.64),,,,,
19930823,232512,-9.63,-76.2,58,4.9,20223006,POINT (-76.2 -9.63),529.0,HUANUCO,HUANUCO,CHINCHAO,100103
19930825,155711,-11.91,-76.15,126,4.6,20223006,POINT (-76.15 -11.91),1442.0,LIMA,HUAROCHIRI,SAN JUAN DE TANTARANCHE,150720
19930827,21223,-9.88,-75.89,147,4.6,20223006,POINT (-75.89 -9.88),532.0,HUANUCO,PACHITEA,CHAGLLA,100802
19930829,154257,-12.14,-77.12,66,4.6,20223006,POINT (-77.12 -12.14),,,,,
19930830,184530,-15.34,-75.08,57,4.6,20223006,POINT (-75.08 -15.34),907.0,ICA,NASCA,MARCONA,110304
19930901,35753,-16.89,-72.83,56,6.3,20223006,POINT (-72.83 -16.89),,,,,
19930901,65453,-13.87,-77.23,15,5.2,20223006,POINT (-77.23 -13.87),,,,,
19930903,172901,-12.45,-77.81,42,4.6,20223006,POINT (-77.81 -12.45),,,,,
19930904,34404,-3.19,-78.244,84,4.7,20223006,POINT (-78.244 -3.19),,,,,
19930905,43423,-10.05,-78.16,31,5.7,20223006,POINT (-78.16 -10.05),696.0,ANCASH,HUARMEY,HUARMEY,021101
19930907,1952,-8.8,-75.91,110,4.6,20223006,POINT (-75.91 -8.8),1625.0,UCAYALI,PADRE ABAD,PADRE ABAD,250301
19930907,212619,-10.78,-78.09,36,5.1,20223006,POINT (-78.09 -10.78),,,,,
19930908,141014,-6.08,-80.13,101,4.9,20223006,POINT (-80.13 -6.08),1505.0,LAMBAYEQUE,LAMBAYEQUE,OLMOS,140308
19930908,163908,-8.4,-78.29,55,4.9,20223006,POINT (-78.29 -8.4),1619.0,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,131001
19930909,25042,-11.51,-76.83,138,4.6,20223006,POINT (-76.83 -11.51),1846.0,LIMA,CANTA,HUAMANTANGA,150403
19930911,61432,-5.4,-76.85,128,5.9,20223006,POINT (-76.85 -5.4),1371.0,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,160702
19930912,5434,-14.57,-77.05,25,4.7,20223006,POINT (-77.05 -14.57),,,,,
19930914,163355,-15.63,-75.09,23,4.6,20223006,POINT (-75.09 -15.63),,,,,
19930915,134611,-11.16,-73.32,56,4.7,20223006,POINT (-73.32 -11.16),166.0,UCAYALI,ATALAYA,SEPAHUA,250202
19930915,143747,-12.43,-76.43,100,4.5,20223006,POINT (-76.43 -12.43),1465.0,LIMA,CAÑETE,CALANGO,150503
19930916,144030,-5.51,-78.76,47,4.8,20223006,POINT (-78.76 -5.51),432.0,CAJAMARCA,JAEN,BELLAVISTA,060802
19930916,184748,-9.07,-81.24,21,4.8,20223006,POINT (-81.24 -9.07),,,,,
19930918,75626,-8.07,-74.84,146,5.3,20223006,POINT (-74.84 -8.07),1858.0,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,250106
19930920,53404,-15.36,-76.04,38,4.8,20223006,POINT (-76.04 -15.36),,,,,
19930920,171033,-11.32,-77.18,45,4.7,20223006,POINT (-77.18 -11.32),397.0,LIMA,HUAURA,SAYAN,150811
19930920,215748,-11.05,-80.08,15,4.9,20223006,POINT (-80.08 -11.05),,,,,
19930922,134051,-16.12,-71.46,32,4.9,20223006,POINT (-71.46 -16.12),73.0,AREQUIPA,AREQUIPA,YURA,040128
19930923,25109,-14.42,-74.36,133,4.7,20223006,POINT (-74.36 -14.42),826.0,AYACUCHO,LUCANAS,LUCANAS,050611
19930925,33105,-14.05,-76.46,22,5.2,20223006,POINT (-76.46 -14.05),,,,,
19930926,204244,-13.13,-76.96,52,4.9,20223006,POINT (-76.96 -13.13),,,,,
19930927,54151,-14.87,-76.27,9,4.7,20223006,POINT (-76.27 -14.87),,,,,
19930927,162705,-15.59,-76.08,27,5.3,20223006,POINT (-76.08 -15.59),,,,,
19930928,20439,-15.54,-75.84,26,4.8,20223006,POINT (-75.84 -15.54),,,,,
19930928,143336,-14.88,-75.58,10,4.6,20223006,POINT (-75.58 -14.88),,,,,
19930928,161018,-14.82,-76.24,12,4.6,20223006,POINT (-76.24 -14.82),,,,,
19930930,182535,-8.07,-75.66,129,5.1,20223006,POINT (-75.66 -8.07),567.0,LORETO,UCAYALI,CONTAMANA,160601
19931001,80223,-12.36,-76.64,79,4.7,20223006,POINT (-76.64 -12.36),1453.0,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,150731
19931002,91827,-5.87,-77.26,39,4.7,20223006,POINT (-77.26 -5.87),1426.0,SAN MARTIN,RIOJA,SAN FERNANDO,220807
19931003,11436,-10.46,-73.66,149,4.7,20223006,POINT (-73.66 -10.46),1620.0,UCAYALI,ATALAYA,RAYMONDI,250201
19931003,145820,-11.5,-77.28,49,4.6,20223006,POINT (-77.28 -11.5),797.0,LIMA,HUARAL,HUARAL,150601
19931003,225001,-10.52,-75.54,45,4.9,20223006,POINT (-75.54 -10.52),1832.0,PASCO,OXAPAMPA,HUANCABAMBA,190303
19931007,13024,-15.52,-72.29,43,4.7,20223006,POINT (-72.29 -15.52),1867.0,AREQUIPA,CASTILLA,ANDAGUA,040402
19931007,163543,-13.81,-75.82,35,5.8,20223006,POINT (-75.82 -13.81),1537.0,ICA,PISCO,HUMAY,110503
19931007,171401,-14.05,-75.85,42,4.8,20223006,POINT (-75.85 -14.05),1533.0,ICA,ICA,SUBTANJALLA,110112
19931008,101647,-9.08,-78.34,25,4.9,20223006,POINT (-78.34 -9.08),35.0,ANCASH,SANTA,NUEVO CHIMBOTE,021809
19931008,141756,-8.95,-75.35,40,4.6,20223006,POINT (-75.35 -8.95),1627.0,UCAYALI,PADRE ABAD,IRAZOLA,250302
19931009,114703,-18.56,-71.366,10,4.3,20223006,POINT (-71.366 -18.56),,,,,
19931010,134210,-14.78,-76.03,62,5.4,20223006,POINT (-76.03 -14.78),,,,,
19931010,135839,-14.17,-75.81,38,4.9,20223006,POINT (-75.81 -14.17),1536.0,ICA,ICA,ICA,110101
19931010,232048,-10.86,-74.04,121,4.8,20223006,POINT (-74.04 -10.86),1620.0,UCAYALI,ATALAYA,RAYMONDI,250201
19931011,161234,-10.73,-78.35,12,5.1,20223006,POINT (-78.35 -10.73),,,,,
19931011,181342,-14.33,-76.02,43,4.6,20223006,POINT (-76.02 -14.33),1539.0,ICA,PISCO,PARACAS,110505
19931012,151040,-11.12,-77.93,17,4.6,20223006,POINT (-77.93 -11.12),,,,,
19931014,101427,-11.0,-77.33,12,4.6,20223006,POINT (-77.33 -11),397.0,LIMA,HUAURA,SAYAN,150811
